,nAcid,apol,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nBase,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsQ,nBondsM,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,ASP-0,ASP-1,ASP-2,ASP-3,ASP-4,ASP-5,ASP-6,ASP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,AVP-0,AVP-1,AVP-2,AVP-3,AVP-4,AVP-5,AVP-6,AVP-7,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,nHBd,nwHBd,nHBa,nwHBa,nHBint2,nHBint3,nHBint4,nHBint5,nHBint6,nHBint7,nHBint8,nHBint9,nHBint10,nHsOH,nHdNH,nHsSH,nHsNH2,nHssNH,nHaaNH,nHsNH3p,nHssNH2p,nHsssNHp,nHtCH,nHdCH2,nHdsCH,nHaaCH,nHCHnX,nHCsats,nHCsatu,nHAvin,nHother,nHmisc,nsLi,nssBe,nssssBem,nsBH2,nssBH,nsssB,nssssBm,nsCH3,ndCH2,nssCH2,ntCH,ndsCH,naaCH,nsssCH,nddC,ntsC,ndssC,naasC,naaaC,nssssC,nsNH3p,nsNH2,nssNH2p,ndNH,nssNH,naaNH,ntN,nsssNHp,ndsN,naaN,nsssN,nddsN,naasN,nssssNp,nsOH,ndO,nssO,naaO,naOm,nsOm,nsF,nsSiH3,nssSiH2,nsssSiH,nssssSi,nsPH2,nssPH,nsssP,ndsssP,nddsP,nsssssP,nsSH,ndS,nssS,naaS,ndssS,nddssS,nssssssS,nSm,nsCl,nsGeH3,nssGeH2,nsssGeH,nssssGe,nsAsH2,nssAsH,nsssAs,ndsssAs,nddsAs,nsssssAs,nsSeH,ndSe,nssSe,naaSe,ndssSe,nssssssSe,nddssSe,nsBr,nsSnH3,nssSnH2,nsssSnH,nssssSn,nsI,nsPbH3,nssPbH2,nsssPbH,nssssPb,SHBd,SwHBd,SHBa,SwHBa,SHBint2,SHBint3,SHBint4,SHBint5,SHBint6,SHBint7,SHBint8,SHBint9,SHBint10,SHsOH,SHdNH,SHsSH,SHsNH2,SHssNH,SHaaNH,SHsNH3p,SHssNH2p,SHsssNHp,SHtCH,SHdCH2,SHdsCH,SHaaCH,SHCHnX,SHCsats,SHCsatu,SHAvin,SHother,SHmisc,SsLi,SssBe,SssssBem,SsBH2,SssBH,SsssB,SssssBm,SsCH3,SdCH2,SssCH2,StCH,SdsCH,SaaCH,SsssCH,SddC,StsC,SdssC,SaasC,SaaaC,SssssC,SsNH3p,SsNH2,SssNH2p,SdNH,SssNH,SaaNH,StN,SsssNHp,SdsN,SaaN,SsssN,SddsN,SaasN,SssssNp,SsOH,SdO,SssO,SaaO,SaOm,SsOm,SsF,SsSiH3,SssSiH2,SsssSiH,SssssSi,SsPH2,SssPH,SsssP,SdsssP,SddsP,SsssssP,SsSH,SdS,SssS,SaaS,SdssS,SddssS,SssssssS,SSm,SsCl,SsGeH3,SssGeH2,SsssGeH,SssssGe,SsAsH2,SssAsH,SsssAs,SdsssAs,SddsAs,SsssssAs,SsSeH,SdSe,SssSe,SaaSe,SdssSe,SssssssSe,SddssSe,SsBr,SsSnH3,SssSnH2,SsssSnH,SssssSn,SsI,SsPbH3,SssPbH2,SsssPbH,SssssPb,minHBd,minwHBd,minHBa,minwHBa,minHBint2,minHBint3,minHBint4,minHBint5,minHBint6,minHBint7,minHBint8,minHBint9,minHBint10,minHsOH,minHdNH,minHsSH,minHsNH2,minHssNH,minHaaNH,minHsNH3p,minHssNH2p,minHsssNHp,minHtCH,minHdCH2,minHdsCH,minHaaCH,minHCHnX,minHCsats,minHCsatu,minHAvin,minHother,minHmisc,minsLi,minssBe,minssssBem,minsBH2,minssBH,minsssB,minssssBm,minsCH3,mindCH2,minssCH2,mintCH,mindsCH,minaaCH,minsssCH,minddC,mintsC,mindssC,minaasC,minaaaC,minssssC,minsNH3p,minsNH2,minssNH2p,mindNH,minssNH,minaaNH,mintN,minsssNHp,mindsN,minaaN,minsssN,minddsN,minaasN,minssssNp,minsOH,mindO,minssO,minaaO,minaOm,minsOm,minsF,minsSiH3,minssSiH2,minsssSiH,minssssSi,minsPH2,minssPH,minsssP,mindsssP,minddsP,minsssssP,minsSH,mindS,minssS,minaaS,mindssS,minddssS,minssssssS,minSm,minsCl,minsGeH3,minssGeH2,minsssGeH,minssssGe,minsAsH2,minssAsH,minsssAs,mindsssAs,minddsAs,minsssssAs,minsSeH,mindSe,minssSe,minaaSe,mindssSe,minssssssSe,minddssSe,minsBr,minsSnH3,minssSnH2,minsssSnH,minssssSn,minsI,minsPbH3,minssPbH2,minsssPbH,minssssPb,maxHBd,maxwHBd,maxHBa,maxwHBa,maxHBint2,maxHBint3,maxHBint4,maxHBint5,maxHBint6,maxHBint7,maxHBint8,maxHBint9,maxHBint10,maxHsOH,maxHdNH,maxHsSH,maxHsNH2,maxHssNH,maxHaaNH,maxHsNH3p,maxHssNH2p,maxHsssNHp,maxHtCH,maxHdCH2,maxHdsCH,maxHaaCH,maxHCHnX,maxHCsats,maxHCsatu,maxHAvin,maxHother,maxHmisc,maxsLi,maxssBe,maxssssBem,maxsBH2,maxssBH,maxsssB,maxssssBm,maxsCH3,maxdCH2,maxssCH2,maxtCH,maxdsCH,maxaaCH,maxsssCH,maxddC,maxtsC,maxdssC,maxaasC,maxaaaC,maxssssC,maxsNH3p,maxsNH2,maxssNH2p,maxdNH,maxssNH,maxaaNH,maxtN,maxsssNHp,maxdsN,maxaaN,maxsssN,maxddsN,maxaasN,maxssssNp,maxsOH,maxdO,maxssO,maxaaO,maxaOm,maxsOm,maxsF,maxsSiH3,maxssSiH2,maxsssSiH,maxssssSi,maxsPH2,maxssPH,maxsssP,maxdsssP,maxddsP,maxsssssP,maxsSH,maxdS,maxssS,maxaaS,maxdssS,maxddssS,maxssssssS,maxSm,maxsCl,maxsGeH3,maxssGeH2,maxsssGeH,maxssssGe,maxsAsH2,maxssAsH,maxsssAs,maxdsssAs,maxddsAs,maxsssssAs,maxsSeH,maxdSe,maxssSe,maxaaSe,maxdssSe,maxssssssSe,maxddssSe,maxsBr,maxsSnH3,maxssSnH2,maxsssSnH,maxssssSn,maxsI,maxsPbH3,maxssPbH2,maxsssPbH,maxssssPb,sumI,meanI,hmax,gmax,hmin,gmin,LipoaffinityIndex,MAXDN,MAXDP,DELS,MAXDN2,MAXDP2,DELS2,ETA_Alpha,ETA_AlphaP,ETA_dAlpha_A,ETA_dAlpha_B,ETA_Epsilon_1,ETA_Epsilon_2,ETA_Epsilon_3,ETA_Epsilon_4,ETA_Epsilon_5,ETA_dEpsilon_A,ETA_dEpsilon_B,ETA_dEpsilon_C,ETA_dEpsilon_D,ETA_Psi_1,ETA_dPsi_A,ETA_dPsi_B,ETA_Shape_P,ETA_Shape_Y,ETA_Shape_X,ETA_Beta,ETA_BetaP,ETA_Beta_s,ETA_BetaP_s,ETA_Beta_ns,ETA_BetaP_ns,ETA_dBeta,ETA_dBetaP,ETA_Beta_ns_d,ETA_BetaP_ns_d,ETA_Eta,ETA_EtaP,ETA_Eta_R,ETA_Eta_F,ETA_EtaP_F,ETA_Eta_L,ETA_EtaP_L,ETA_Eta_R_L,ETA_Eta_F_L,ETA_EtaP_F_L,ETA_Eta_B,ETA_EtaP_B,ETA_Eta_B_RC,ETA_EtaP_B_RC,fragC,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,HybRatio,IC0,IC1,IC2,IC3,IC4,IC5,TIC0,TIC1,TIC2,TIC3,TIC4,TIC5,SIC0,SIC1,SIC2,SIC3,SIC4,SIC5,CIC0,CIC1,CIC2,CIC3,CIC4,CIC5,BIC0,BIC1,BIC2,BIC3,BIC4,BIC5,MIC0,MIC1,MIC2,MIC3,MIC4,MIC5,ZMIC0,ZMIC1,ZMIC2,ZMIC3,ZMIC4,ZMIC5,nAtomLC,nAtomP,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,MLFER_A,MLFER_BH,MLFER_BO,MLFER_S,MLFER_E,MLFER_L,MPC2,MPC3,MPC4,MPC5,MPC6,MPC7,MPC8,MPC9,MPC10,TPC,piPC1,piPC2,piPC3,piPC4,piPC5,piPC6,piPC7,piPC8,piPC9,piPC10,TpiPC,R_TpiPCTPC,nRotB,RotBFrac,nRotBt,RotBtFrac,LipinskiFailures,SpMax_D,SpDiam_D,SpAD_D,SpMAD_D,EE_D,VE1_D,VE2_D,VE3_D,VR1_D,VR2_D,VR3_D,VABC,MWC2,MWC3,MWC4,MWC5,MWC6,MWC7,MWC8,MWC9,MWC10,TWC,SRW2,SRW3,SRW4,SRW5,SRW6,SRW7,SRW8,SRW9,SRW10,TSRW,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5
0,0,8.322758,9,3,6,0,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,2.0,8.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7071067811865475,1.414213562373095,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.9023689270621824,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,2.1543203766865053,1.0233345472033857,0.3162277660168379,0.0,0.0,0.0,0.0,0.0,0.7181067922288351,0.5116672736016927,0.3162277660168379,0.0,0.0,0.0,0.0,0.0,4.3402825157744775,8.994173343044427,8.525490196078433,8.68,4.875902994011976,70.49659161676648,0.4822536128638308,0.999352593671603,0.9472766884531592,0.9644444444444444,0.541766999334664,7.832954624085165,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388888888888888,0.0,7.569444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6805555555555556,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.569444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388888888888888,0.0,7.569444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6805555555555556,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.569444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388888888888888,0.0,7.569444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6805555555555556,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.569444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,3.1666666666666665,0.8388888888888888,7.569444444444445,0.3111111111111111,0.25,0.8465,1.25,1.5694444444444444,3.138888888888889,1.25,1.5694444444444444,3.138888888888889,1.33333,0.44444,0.0,0.05556,0.51852,0.95556,0.40909,0.51852,0.79167,0.10943,0.0,-0.10943,0.16389,0.46511,0.24918,0.0,0.625,0.0,0.0,1.25,0.41667,1.25,0.41667,0.0,0.0,-1.25,-0.41667,0.0,0.0,1.38742,0.46247,1.91421,0.52679,0.1756,1.05409,0.35136,1.41421,0.36012,0.12004,0.0,0.0,0.0,0.0,2.01,1,1,1,1,1,1,1.0,1.224394445405986,1.8799649487271108,2.4193819456463714,2.0671680565972257,0.8805347226228646,-0.0,11.019550008653876,16.919684538543997,21.774437510817343,18.60451250937503,7.924812503605781,-0.0,0.38625344285713,0.5930629109116868,0.7632300273809491,0.6521189162698381,0.2777777777777778,-0.0,1.9455305560363263,1.2899600527152018,0.7505430557959412,1.102756944845087,2.289390278819448,3.1699250014423126,0.4081314818019954,0.626654982909037,0.8064606485487905,0.6890560188657419,0.2935115742076215,-0.0,11.813124321170807,14.91653023310312,15.46016818528462,11.233601516694868,0.8874249350044996,-0.0,10.944027785790624,9.752038632684702,9.945865282505356,7.832581948210482,1.9371763897703025,-0.0,3,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.385,0.375,0.449,0.205,1.622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0986122886681098,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9459101490553128,1.0,0.0,0.0,2.0,1.0,0,2.7320508075688785,4.732050807568879,5.464101615137757,1.8213672050459189,2.832072756761436,5.551115123125784e-16,1.8503717077085943e-16,-10.5382087971729,2000000.0,666666.6666666666,4.352597321557266,51.93865465309452,1.9459101490553128,2.19722457733622,2.5649493574615367,2.833213344056216,3.218875824868201,3.49650756146648,3.8918202981106265,4.174387269895637,4.574710978503383,33.89759936075361,1.6094379124341005,0.0,2.19722457733622,0.0,2.833213344056216,0.0,3.49650756146648,0.0,4.174387269895637,4.852030263919617,4.914213562373095,1.6380711874576983,2.2071067811865475,2.2071067811865475,0.0
1,0,5.229172000000001,6,2,4,0,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1.0,5.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.447213595499958,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.7236067977499789,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,2.7984547119886027,6.106336489439184,5.800000000000002,5.92,3.0773485029940124,47.46833652694611,0.4664091186647671,1.017722748239864,0.9666666666666668,0.9866666666666668,0.5128914171656688,7.911389421157685,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.95,7.0,0.45,1.0,0.432,1.0,1.0,2.0,1.0,1.0,2.0,0.83333,0.41667,0.0,0.08334,0.56111,1.08334,0.4,0.56111,0.82222,0.16111,0.0,-0.16111,0.26111,0.38461,0.32968,0.0,1.0,0.0,0.0,0.75,0.375,0.75,0.375,0.0,0.0,-0.75,-0.375,0.0,0.0,0.54433,0.27216,1.0,0.45567,0.22784,0.54433,0.27216,1.0,0.45567,0.22784,0.0,0.0,0.0,0.0,1.01,1,1,1,1,1,1,1.0,1.2516291673878228,1.7924812503605778,1.7924812503605778,0.930827083453526,-0.0,-0.0,7.509775004326936,10.754887502163466,10.754887502163466,5.584962500721156,-0.0,-0.0,0.4841962570206112,0.6934264036172707,0.6934264036172707,0.3600930702839374,-0.0,-0.0,1.3333333333333333,0.7924812503605783,0.7924812503605783,1.65413541726763,2.584962500721156,2.584962500721156,0.5390473417948543,0.7719796553163857,0.7719796553163857,0.4008854044632596,-0.0,-0.0,12.453993984603809,12.99907825243309,12.999078252433092,0.9381108351680164,-0.0,-0.0,7.5914791702724465,7.962406251802889,7.962406251802889,1.930827083453526,-0.0,-0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.385,0.375,0.449,0.205,1.1230000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,1.0,0.0,0.0,1.0,1.0,0,1.0,2.0,2.0,1.0,1.4076059644443804,0.0,0.0,0.0,1.4142135623730951,0.7071067811865476,0.0693147180559945,34.64267002722779,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.0986122886681098,12.887510598012986,1.0986122886681098,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1.0986122886681098,2.5649493574615367,3.0,1.5,2.0,2.0,0.0
